SQ03,SQ04,SQ0502,SQ06,DQ02,DQ04,DQ08,DQ0801,Q010101,Q01010201,Q0119,Q01190100,Q0117,Q0120,Q012001,Q01190000,Q01190000_A,Q01190001,Q01190001_A,Q01190002,Q01190002_A,Q01190005,Q01230101,Q01230102,Q0124
98,1,19,3,1,6,1,1,1,2013,1, ,1000, ,5, , , , , , , , , , 
98,2,74,8, , , , ,1,2019,4,1,2000,1, , , , , , , , , , , 
3,1,56,8,2,6,11,5,1,2022,5, , , , , , , , , , , ,1,4, 
5,1,60,4,2,7,5,4,1,2015,3, ,1600,1, , , , , , , , , , , 
5,1,60,8,2,6,8,4,1,2017,1, ,3000,1, , , , , , , , , , , 
5,1,39,3,2,4,5,3,1,2016,3, ,1500,1, , , , , , , , , , , 
98,2,46,5,1,1,4,4,1,2019,1, ,2000,1, , , , , , , , , , , 
5,1,47,8,2,3,6,6,1,2013,1, ,1600, , , , , , , , , , , , 
98,1,43,8,2,4,5,5,1,2020,1, ,3300,1, , , , , , , , , , , 
98,1,47,8,1,1,2,2,1,2019,1, ,1600, , , , , , , , , , , , 
98,2,48,8,1,1,6,6,1,2013,1, ,2000, , , , , , , , , , , , 
3,1,73,8,2,7,6,5,1,2013,3, ,3000,2,7, , , , , , , , , , 
98,1,50,4, , , , ,1,2019,1, ,1800, , , , , , , , , , , , 
98,1,71,13,2,7,5,5,1,2019,1, ,3300,1, , , , , , , , , , , 
2,2,66,8,2,7,4,3,1,2021,1, ,1000, ,2, ,98,9.2, ,16.5, ,8,2,5,2
4,1,43,8,1,1,8,8,1,2013,1, ,3000,1, , , , , , , , , , , 
2,1,59,1,2,6,10,10,1,2020,1, ,3000,1, , , , , , , , , , , 
3,1,48,16,2,3,10,10,1,2020,1, ,2000, , , , , , , , , , , , 
98,1,33,1,2,2,9,4,1,2024,4,1,2500,3, ,17.1, ,24, ,19, ,10,4,1,2
1,1,40,8,2,5,10,8,1,2013,1, ,1600, , , , , , , , , , , , 
2,2,35,12,2,2,7,3,1,2013,3, ,2000,1, , , , , , , , , , , 
2,1,49,8,2,5,2,1,1,2013,1, ,1600, , , , , , , , , , , , 
5,1,48,1, , , , ,1,2015,1, ,1000, , , , , , , , , , , , 
4,1,55,1,2,6,13,3,1,2019,3, ,3000,2,7, , , , , , , , , , 
4,1,41,8,1,6,4,3,1,2018,2, ,2000, , , , , , , , , , , , 
4,2,39,8,1,7,7,3,1,2019,1, ,2200,3, , , , , , , , , , , 
5,1,50,4, , , , ,1,2015,1, ,1000, ,5, , , , , , , , , , 
3,2,63,9,2,7,3,2,1,2018,3, ,2000,1,5, , , , , , , , , , 
5,1,42,1,2,5,6,6,1,2023,4,2,2000,3, , ,98,9, ,15, ,7,4,3, 
98,2,44,13, , , , ,1,2013,3, ,2000,1,7, , , , , , , , , , 
98,2,49,10, , , , ,1,2020,5, , , , , , , , , , , , , , 
98,2,61,8,2,7,5,2,1,2013,1, ,1600, , , , , , , , , , , , 
98,2,68,1,2,6,5,1,1,2024,4,1,1600,1, , ,98,12.8, ,17.3, ,5,1, ,1
2,2,52,8,2,6,5,3,1,2021,1, ,2400,1, ,14.8, ,15.9, ,16.8, ,8,4,5,1
98,1,43,8,2,4,3,3,1,2023,1, ,1600,1, , ,98,7.7, ,12.7, ,4,1,3,1
98,1,62,1,2,6,8,4,1,2016,3, ,2000,2,5, , , , , , , , , , 
3,1,46,10,97,5,6,6,1,2017,2, ,3000,1, , , , , , , , , , , 
4,1,56,2,2,6,10,9,1,2024,1, ,2500,3, ,10, ,6.8, ,12.5, ,4,1,4, 
3,1,46,3,2,5,5,5,1,2015,4,1,2000, , , , , , , , , , , , 
98,2,43,1, , , , ,1,2019,1, ,2000, , , , , , , , , , , , 
98,2,32,1,2,2,5,2,1,2018,3, ,1700,1, , , , , , , , , , , 
2,1,54,1,2,7,10,10,1,2020,1, ,3800,3, , , , , , , , , , , 
98,1,43,8,1,1,11,11,1,2019,3, ,3200,2, , , , , , , , , , , 
2,1,44,8,97,5,10,9,1,2019,3, ,2000,1, , , , , , , , , , , 
4,2,36,14,2,4,5,1,1,2019,1, ,2000,1,5, , , , , , , , , , 
98,2,32,6,2,2,6,2,1,2021,1, ,1600,1, , ,98,10.5, ,17.1, ,6,1, , 
3,1,41,4,1,1,4,4,1,2022,3, ,2200,1, ,13.1, ,13, ,18.5, ,7,1,5,1
5,1,68,8,2,6,7,5,1,2020,3, ,2200,1,9, , , , , , , , , , 
2,1,55,4,2,3,7,4,1,2024,1, ,1000, ,5,15.7, ,11.8, ,18.2, ,10,4, ,1
5,1,46,1,1,1,1,1,1,2018,1, ,1400,1, , , , , , , , , , , 
4,1,46,15,2,4,3,3,1,2013,1, ,1800, , , , , , , , , , , , 
2,1,38,1,1,1,4,4,1,2020,1, ,3800,1,7, , , , , , , , , , 
4,1,51,8,2,5,9,4,1,2018,1, ,2000, , , , , , , , , , , , 
4,2,64,8,97,1,3,3,1,2023,1, ,2000,1, ,8.8, ,8.6, ,13, ,6,1, ,1
1,1,49,12, , , , ,1,2019,3, ,3000,3, , , , , , , , , , , 
1,1,32,12,1,1,11,11,1,2023,3, ,2200,1,7, ,98,8.5, ,14, ,5,1,3,1
98,1,61,8,97,6,3,1,1,2018,3, ,2200,1,9, , , , , , , , , , 
3,1,71,1,2,7,2,2,1,2019,3, ,1600,1, , , , , , , , , , , 
4,1,40,8,2,5,4,3,1,2013,1, ,1000, ,5, , , , , , , , , , 
98,2,42,14,2,3,4,2,1,2018,2, ,3000,1, , , , , , , , , , , 
98,1,63,14, , , , ,1,2020,1, ,3000,1, , , , , , , , , , , 
98,1,52,4,2,5,6,6,1,2023,1, ,1600,1, ,14.5, ,11.3, ,15, ,6,1,4,1
2,1,62,13,2,7,5,4,1,2013,3, ,2500,2, , , , , , , , , , , 
2,1,70,3,2,7,7,5,1,2017,3, ,2000,3, , , , , , , , , , , 
4,1,53,4,2,5,5,3,1,2018,3, ,2000,1,7, , , , , , , , , , 
4,1,41,1,2,5,7,5,1,2019,3, ,1600,1, , , , , , , , , , , 
5,1,39,1,2,4,12,10,1,2020,1, ,2500,3,5, , , , , , , , , , 
4,1,67,8,2,7,6,3,1,2015,1, ,2500,1, , , , , , , , , , , 
1,2,49,7,2,6,5,1,1,2017,1, ,1600, , , , , , , , , , , , 
98,1,56,14,2,6,6,98,1,2013,3, ,2000,1,7, , , , , , , , , , 
98,2,46,1,2,3,6,4,1,2023,1, ,1300,1, , ,98,12, ,13.3, ,5,1,3,1
5,1,41,8,2,4,4,3,1,2013,1, ,1600, , , , , , , , , , , , 
2,2,50,5,2,5,11,2,1,2013,3, ,3000,2,7, , , , , , , , , , 
1,1,31,15,1,1,99,99,1,2022,4,1,1600,1, ,16.7, ,23, ,21, ,7,1,4,1
98,2,43,1,1,7,3,3,1,2020,1, ,2000,1,5, , , , , , , , , , 
2,1,42,8, , , , ,1,2014,1, ,1600, , , , , , , , , , , , 
3,1,72,8,2,7,4,3,1,2013,3, ,2200,1,7, , , , , , , , , , 
98,2,60,1,2,6,7,3,1,2024,1, ,1000,1, , ,98,3.9, ,11.6, ,7,3, ,1
2,2,49,8,2,6,6,3,1,2018,4,1,2000,1, , , , , , , , , , , 
2,1,61,4,2,6,11,10,1,2015,1, ,1600, , , , , , , , , , , , 
4,1,52,1,2,5,5,5,1,2013,3, ,2000,2,7, , , , , , , , , , 
5,1,71,8,2,7,4,3,1,2022,3, ,2200,3,7, ,98,9.5, ,13.9, ,9,4,1,1
3,1,60,4,2,6,11,7,1,2016,3, ,2200,1,5, , , , , , , , , , 
98,1,53,8,2,6,10,10,1,2022,4,2,3000,3, , , , , , , , ,4, , 
1,1,50,1,2,5,8,6,1,2013,2, ,2000, , , , , , , , , , , , 
98,1,41,1, , , , ,1,2018,1, ,2200,1,5, , , , , , , , , , 
2,1,36,8,2,4,3,3,1,2018,3, ,2200,2,7, , , , , , , , , , 
2,1,47,8,1,1,4,4,1,2018,1, ,1600, , , , , , , , , , , , 
98,1,74,1,2,7,3,3,1,2019,3, ,2000,1, , , , , , , , , , , 
1,1,41,8,1,1,7,7,1,2021,1, ,1600,1, ,13.1, ,15.3, ,18.9, ,9,1, , 
98,1,68,6,2,6,7,7,1,2023,4,1,1600,1,5, ,98,19.7, ,19, ,9,1, ,1
4,1,50,4,2,4,11,6,1,2020,4,1,2400,1, , , , , , , , , , , 
4,1,53,8,2,3,11,6,1,2022,6, , ,1, , , , , , , , ,1,3, 
98,2,57,8,2,6,11,1,1,2021,1, ,3000,3,5,9, ,9.8, ,11, ,8,3,2,1
4,1,54,8,2,6,9,9,1,2022,1, ,3500,3,5,7.8, ,4.4, ,10.6, ,3,1, , 
4,1,65,10,2,6,10,10,1,2016,3, ,2200,1,6, , , , , , , , , , 
5,2,63,8, , , , ,1,2023,4,1,1600,1, ,16.2, ,16.1, ,24.3, ,10,4, , 
98,2,50,8,2,6,9,3,1,2023,4,1,1600,1, ,15.8, ,15.8, ,16.1, ,7,3, ,1
3,1,57,12, , , , ,1,2016,3, ,2200,1, , , , , , , , , , , 
1,1,41,1,2,3,7,5,1,2024,5, , , , , , , , , , , ,1,4,1
98,1,38,3,1,6,4,3,1,2024,4,1,1600,1, ,15.8, ,10, ,17.3, ,5,1, , 
1,1,56,4,2,6,6,4,1,2022,1, ,3500,1, , , , , , , , ,1,4, 
3,1,41,1,2,4,5,4,1,2019,4,1,2400,1, , , , , , , , , , , 
2,1,46,8,97,1,11,11,1,2019,1, ,2000,1,5, , , , , , , , , , 
5,1,67,14,2,7,8,7,1,2022,2, ,2000, , ,13.6, ,9.2, ,11.4, ,9,1,5,1
5,1,49,1,2,4,5,2,1,2017,3, ,2000,3, , , , , , , , , , , 
98,2,35,3, , , , ,1,2013,1, ,1000, ,5, , , , , , , , , , 
98,2,31,1,2,2,6,2,1,2021,1, ,1600,1, ,14.4, ,14.5, ,17, ,6,1,4, 
98,1,71,8,2,7,7,6,1,2019,1, ,3300,3, , , , , , , , , , , 
4,1,51,1,2,6,5,4,1,2018,3, ,2000,1,7, , , , , , , , , , 
4,1,62,8,2,7,6,4,1,2019,3, ,1500,1, , , , , , , , , , , 
1,1,65,1,2,7,9,7,1,2021,1, ,2500,1, ,12, ,9.6, ,14.8, ,8,1, , 
98,2,38,1,2,5,9,4,1,2016,4,1,2000,1, , , , , , , , , , , 
98,1,50,12,2,6,5,5,1,2018,1, ,3300,3, , , , , , , , , , , 
2,1,56,1,97,1,4,4,1,2018,1, ,2000, , , , , , , , , , , , 
98,2,42,3,2,5,5,2,1,2015,3, ,2000,1,5, , , , , , , , , , 
4,2,44,8, , , , ,1,2022,4,2,2000,3, , ,98,14.8, ,16.8, ,7,4, , 
98,1,65,8,2,7,3,1,1,2014,1, ,2000, , , , , , , , , , , , 
98,1,54,2,2,6,7,7,1,2013,1, ,2000,1, , , , , , , , , , , 
98,1,48,5, , , , ,1,2022,1, ,3800,3,7, , , , , , , ,1, ,1
2,1,64,3,2,6,7,2,1,2016,3, ,1600, , , , , , , , , , , , 
3,1,65,1,2,7,9,6,1,2021,1, ,2000, , ,10.5, ,9.3, ,11.6, ,6,1,3,1
4,1,37,8,1,1,3,3,1,2020,4,1,1600,1, , , , , , , , , , , 
98,1,49,8,1,1,3,3,1,2022,4,1,1600,1, ,16.3, ,17.6, ,16.2, ,8,1, ,1
4,1,53,3,2,6,8,5,1,2015,3, ,2000,1,5, , , , , , , , , , 
2,1,54,1,2,6,4,4,1,2018,3, ,2200,1,9, , , , , , , , , , 
1,1,38,8,2,4,10,7,1,2021,1, ,2000,3, ,11.8, ,10.1, ,14, ,9,1,4,2
1,2,46,8,2,5,5,2,1,2015,3, ,2000,2,7, , , , , , , , , , 
98,1,57,8,97,6,7,3,1,2023,1, ,2000, , , ,98,12.9, ,14.1, ,10,1, ,1
3,1,65,2,2,7,5,5,1,2013,1, ,3600,1, , , , , , , , , , , 
3,2,49,2,1,1,3,3,1,2021,1, ,1600, , ,15.2, ,10.3, ,19.5, ,5,1,3,2
2,2,41,6,2,4,6,2,1,2013,1, ,1600, , , , , , , , , , , , 
1,1,48,3,2,5,11,8,1,2024,5, , , , , , , , , , , ,5,1, 
98,1,45,4,2,5,5,5,1,2017,1, ,3000,1, , , , , , , , , , , 
2,1,52,8,2,5,3,3,1,2020,1, ,1300, , , , , , , , , , , , 
2,2,30,1,1,6,7,2,1,2019,1, ,1000, ,5, , , , , , , , , , 
1,1,39,1,2,3,13,7,1,2016,3, ,2000,3, , , , , , , , , , , 
2,1,58,14,2,7,13,13,1,2014,3, ,2000,2, , , , , , , , , , , 
98,1,48,8,2,6,8,4,1,2024,5, , , ,5, , , , , , , ,1,3,1
98,2,37,1,1,6,10,4,1,2023,4,1,1600,1,6,14.6, ,14.7, ,17, ,8,1,3,1
5,1,64,2,2,6,7,5,1,2018,1, ,2000,1,5, , , , , , , , , , 
98,1,48,8,2,5,9,4,1,2021,1, ,3500,1,7,8.9, ,8.5, ,10.4, ,7,1,3,1
1,1,51,4,2,6,7,7,1,2022,1, ,3500,1,9,9.6, ,6.4, ,13.2, ,6,1, , 
4,2,45,1,2,5,2,2,1,2014,2, ,1600, , , , , , , , , , , , 
2,1,72,5,2,7,4,2,1,2016,3, ,2000,1,5, , , , , , , , , , 
5,1,40,1,2,4,8,8,1,2021,1, ,2000,1,5, ,98,8.4, ,14.1, ,8,4, ,1
2,1,53,12,2,6,11,6,1,2018,3, ,1500, , , , , , , , , , , , 
98,1,53,1,2,5,5,3,1,2017,1, ,1500,1, , , , , , , , , , , 
5,1,59,5,2,6,3,3,1,2019,2, ,2000, , , , , , , , , , , , 
3,1,44,8,1,1,7,7,1,2017,3, ,2000,1,5, , , , , , , , , , 
2,1,67,3,2,7,6,2,1,2015,1, ,2000, , , , , , , , , , , , 
5,1,36,8,2,4,4,3,1,2019,1, ,1000, ,5, , , , , , , , , , 
4,1,58,4,2,6,10,5,1,2019,1, ,2000,1, , , , , , , , , , , 
1,1,37,6, , , , ,1,2020,1, ,1600, , , , , , , , , , , , 
98,1,64,3,2,6,10,6,1,2020,1, ,2000,1, , , , , , , , , , , 
3,2,45,8,97,5,4,4,1,2019,1, ,1500,1, , , , , , , , , , , 
2,1,47,10,1,1,3,3,1,2016,2, ,2000,1,7, , , , , , , , , , 
98,1,55,14,2,6,6,5,1,2014,1, ,3000,1, , , , , , , , , , , 
5,1,42,4,1,6,4,3,1,2015,3, ,1600,1, , , , , , , , , , , 
98,1,43,8,2,5,5,4,1,2018,3, ,2000,1,5, , , , , , , , , , 
4,1,44,8,2,5,8,5,1,2019,1, ,3600,2, , , , , , , , , , , 
4,1,50,4,2,6,8,6,1,2023,1, ,1600, , , , , , , , , ,5, ,1
4,1,71,3,2,7,8,8,1,2019,1, ,3300,3, , , , , , , , , , , 
3,1,66,14,2,7,6,6,1,2013,4,1,2400,1, , , , , , , , , , , 
5,2,57,6, , , , ,1,2013,1, ,2000, , , , , , , , , , , , 
3,1,52,1,2,6,11,10,1,2020,4,1,2400,1, , , , , , , , , , , 
5,1,63,12,2,6,7,5,1,2013,3, ,2000,1,7, , , , , , , , , , 
98,1,44,1,2,5,11,11,1,2019,1, ,3800,1,7, , , , , , , , , , 
98,1,44,11,2,3,3,3,1,2021,3, ,1700,1, , , , , , , , ,97, ,1
98,1,72,15,2,7,5,5,1,2019,2, ,3000,1, , , , , , , , , , , 
98,2,50,10,2,6,10,4,1,2023,1, ,3800,3, , , , , , , , ,1,4,1
98,2,59,8,2,6,11,6,1,2022,5, , , , , , , , , , , ,2, , 
98,2,30,16,2,4,4,3,1,2021,3, ,2000,3, , ,98,17.2, ,23.8, ,8,1, , 
5,2,40,1,2,5,8,3,1,2021,1, ,2000, , ,12, ,10, ,12, ,6,3,1,1
2,1,66,8,2,6,5,3,1,2015,1, ,2000, , , , , , , , , , , , 
4,1,49,8, , , , ,1,2013,3, ,2000,1,7, , , , , , , , , , 
2,2,56,1, , , , ,1,2013,3, ,2000,1, , , , , , , , , , , 
98,1,59,1,2,6,3,2,1,2024,1, ,1600, , ,12.9, ,13.9, ,16.2, ,7,3, ,1
5,1,66,8,97,1,10,10,1,2022,1, ,2500,3, , , , , , , , ,1, ,2
5,1,44,10,2,5,6,3,1,2013,2, ,2000,1,7, , , , , , , , , , 
98,1,65,11,2,7,3,3,1,2020,2, ,2000, , , , , , , , , , , , 
5,1,49,1,2,5,7,4,1,2013,3, ,2200,1,11, , , , , , , , , , 
4,2,64,10,2,7,6,5,1,2017,1, ,3000,1, , , , , , , , , , , 
98,1,48,8,2,5,7,5,1,2020,4,1,1600,1,6, , , , , , , , , , 
1,2,60,2,2,6,5,2,1,2018,1, ,1000, ,5, , , , , , , , , , 
5,1,38,8,1,6,13,1,1,2023,1, ,1600,1, , , , , , , , ,98, ,2
98,1,47,1,1,1,6,6,1,2020,1, ,2500,1, , , , , , , , , , , 
3,1,50,12,2,5,10,6,1,2013,1, ,2400,1, , , , , , , , , , , 
98,1,55,7, , , , ,1,2013,1, ,3300,1, , , , , , , , , , , 
5,1,72,14,2,7,13,13,1,2022,3, ,2500,3, , , , , , , , ,3, ,1
4,2,47,8,2,5,5,2,1,2018,4,1,1600,1, , , , , , , , , , , 
5,1,51,1,2,6,6,4,1,2019,5, , , , , , , , , , , , , , 
98,1,57,4,2,6,13,8,1,2022,4,1,2400,1, ,14.9, ,10.1, ,15.3, ,9,1,3,1
98,2,32,8,2,4,5,2,1,2022,6, , ,1, , , , , , , , ,1,4,1
98,1,52,4,2,6,5,4,1,2018,1, ,1500,1, , , , , , , , , , , 
98,1,65,1,2,7,4,3,1,2023,1, ,2500,1, ,12, ,11.3, ,17.7, ,8,3,1,1
2,1,45,12,2,5,4,3,1,2018,1, ,1600, , , , , , , , , , , , 
3,1,59,1,2,6,11,5,1,2014,3, ,2000,1,5, , , , , , , , , , 
1,1,56,13,2,6,9,9,1,2016,1, ,2700,1, , , , , , , , , , , 
98,1,70,8,2,2,99,99,1,2022,4,1,2400,1, ,14.9, ,8.7, ,10.9, ,6,1,3,1
98,1,70,8,2,7,3,3,1,2014,1, ,2000, , , , , , , , , , , , 
4,2,49,12,2,6,4,2,1,2015,4,1,2000, , , , , , , , , , , , 
2,1,63,17, , , , ,1,2017,3, ,2200,1, , , , , , , , , , , 
98,1,52,11,1,1,4,4,1,2014,2, ,3000,1, , , , , , , , , , , 
98,1,44,10,2,5,6,4,1,2023,3, ,2200,1,7,12.6, ,10.2, ,15.5, ,9,1,5, 
3,1,51,3,1,1,4,4,1,2021,1, ,2000, , , ,98,8.8, ,12.2, ,6,2, ,1
98,1,72,1,2,7,3,2,1,2019,1, ,3000,1, , , , , , , , , , , 
98,2,48,9,1,1,1,1,1,2016,1, ,1000, ,5, , , , , , , , , , 
98,2,47,14, , , , ,1,2015,1, ,1600,2, , , , , , , , , , , 
2,1,53,12,2,6,9,7,1,2014,3, ,2000,3, , , , , , , , , , , 
1,1,49,11,2,5,5,4,1,2018,2, ,2000,1, , , , , , , , , , , 
1,1,66,1,2,6,5,5,1,2013,1, ,2000, , , , , , , , , , , , 
98,1,53,2,2,6,9,5,1,2024,4,1,2500,1, ,17.6, ,20.1, ,25.6, ,10,1,5, 
1,1,60,8,2,7,8,5,1,2020,1, ,2000, , , , , , , , , , , , 
98,1,38,8,2,4,9,5,1,2023,1, ,2200,1,6,13.8, ,11, ,14, ,7,4,1,2
98,1,65,3,2,7,3,2,1,2018,3, ,2000,1,5, , , , , , , , , , 
1,1,61,8,2,6,13,13,1,2020,3, ,2200,1,9, , , , , , , , , , 
2,2,38,1,1,6,11,3,1,2014,1, ,2400,1, , , , , , , , , , , 
2,1,54,1,2,6,8,6,1,2024,4,1,1600,1,9,13.9, ,13.4, ,15.1, ,9,1, , 
3,1,59,1,2,7,10,10,1,2020,1, ,3500,3, , , , , , , , , , , 
98,1,72,12,2,7,3,3,1,2018,5, , , , , , , , , , , , , , 
2,1,44,4,1,6,7,4,1,2021,1, ,2000, , , ,98,7.4, ,8.3, ,6,1,3,1
98,1,59,1,2,6,99,99,1,2020,3, ,2200,1,7, , , , , , , , , , 
98,1,30,8,1,1,3,3,1,2023,2, ,1500,1, ,10, ,10.8, ,12.8, ,7,1, ,1
1,1,41,4,1,1,10,10,1,2019,1, ,2000, , , , , , , , , , , , 
2,1,30,1,1,1,5,5,1,2023,4,1,2000, , ,17.1, ,12.8, ,14.4, ,8,4,1,1
98,1,47,6, , , , ,1,2019,3, ,2200,1,7, , , , , , , , , , 
1,1,54,2,2,6,11,4,1,2014,1, ,2400,1, , , , , , , , , , , 
98,1,40,15,2,5,7,4,1,2017,3, ,2200,1,9, , , , , , , , , , 
1,1,55,8,2,6,3,3,1,2024,1, ,2000,1, ,8.8, ,6.1, ,10.2, ,4,1, , 
98,1,45,4,2,5,7,4,1,2022,4,1,1600,1, ,17.8, ,18, ,20, ,9,1,3,1
2,1,43,1,2,4,5,5,1,2018,4,1,2500,1, , , , , , , , , , , 
98,2,47,8, , , , ,1,2021,1, ,2200,1, , , , , , , , ,3,4,1
5,2,47,1,2,5,8,5,1,2017,1, ,2300,3, , , , , , , , , , , 
5,1,69,4,2,7,6,3,1,2022,4,1,2400,1, ,16.2, ,17.4, ,20.4, ,8,4, ,1
98,1,73,13, , , , ,1,2019,1, ,2000, , , , , , , , , , , , 
4,1,56,1,2,6,10,4,1,2021,1, ,3500,1,9,9.3, ,4.7, ,11.5, ,5,5,1,1
2,1,47,1,2,5,12,10,1,2019,4,1,2000,1, , , , , , , , , , , 
2,1,63,5,2,6,6,3,1,2013,1, ,2000, , , , , , , , , , , , 
4,2,27,1,1,7,7,3,1,2020,1, ,2000, , , , , , , , , , , , 
3,1,44,8,2,4,6,4,1,2013,1, ,1600, , , , , , , , , , , , 
5,1,50,8,2,5,10,4,1,2023,3, ,2200,1,9, ,98,8.7, ,13.6, ,9,1,3,1
2,2,37,13,2,4,4,98,1,2016,1, ,1500,1, , , , , , , , , , , 
98,1,60,1,2,7,5,4,1,2013,2, ,2000,1,7, , , , , , , , , , 
5,1,52,3,2,5,4,2,1,2022,5, , , , , , , , , , , ,1,3, 
2,1,42,8,97,6,11,11,1,2020,1, ,2500,3, , , , , , , , , , , 
5,1,44,5,2,4,6,4,1,2023,4,1,1600,1,5,15.3, ,18.7, ,14.5, ,9,1,3,1
2,1,65,15,2,6,10,3,1,2015,1, ,1600, , , , , , , , , , , , 
1,1,48,13, , , , ,1,2015,1, ,1000, , , , , , , , , , , , 
3,1,39,4,97,7,10,4,1,2016,1, ,1600, , , , , , , , , , , , 
98,1,46,12,2,5,10,6,1,2017,3, ,2000,1,7, , , , , , , , , , 
4,1,49,5,2,5,7,5,1,2018,3, ,2200,1,5, , , , , , , , , , 
98,1,69,9,2,7,3,2,1,2013,3, ,2000,1,7, , , , , , , , , , 
3,2,50,8,2,5,6,1,1,2019,1, ,2000, , , , , , , , , , , , 
5,1,53,8,2,6,13,13,1,2023,5, , , ,7, , , , , , , ,1,4, 
98,2,52,9,2,5,10,5,1,2017,1, ,2000, , , , , , , , , , , , 
4,1,51,1,2,6,9,4,1,2023,4,1,1600,1,6,15, ,14.6, ,16, ,8,3, ,2
5,1,37,2,2,4,6,5,1,2018,3, ,2000,3, , , , , , , , , , , 
3,1,49,8,2,5,11,11,1,2018,3, ,2200,2,5, , , , , , , , , , 
4,1,47,4,1,1,3,3,1,2013,3, ,2000,1, , , , , , , , , , , 
2,1,44,8, , , , ,1,2019,3, ,1700, , , , , , , , , , , , 
2,1,55,3,2,6,13,13,1,2014,3, ,2200,1, , , , , , , , , , , 
5,1,38,15, , , , ,1,2022,3, ,2200,1,7,12.1, ,12.1, ,15, ,8,1,4,1
1,1,46,8,2,5,10,10,1,2013,2, ,3000,1, , , , , , , , , , , 
98,1,52,8,2,5,3,3,1,2014,3, ,2000,1,7, , , , , , , , , , 
4,1,47,8,2,5,6,6,1,2017,1, ,1000, ,5, , , , , , , , , , 
5,1,39,8,2,4,8,3,1,2022,1, ,3800,1,7,9.1, ,8.1, ,10.1, ,4,4,1,2
98,1,70,1, , , , ,1,2017,3, ,2300,1, , , , , , , , , , , 
3,1,45,4,97,5,6,6,1,2016,1, ,3500,1, , , , , , , , , , , 
2,1,64,2,2,6,7,3,1,2013,1, ,2500,1, , , , , , , , , , , 
5,2,44,8,2,5,5,2,1,2015,3, ,2200,1,7, , , , , , , , , , 
3,1,62,8,2,7,3,3,1,2013,1, ,2000, , , , , , , , , , , , 
4,1,43,4,2,5,4,4,1,2023,5, , , , , , , , , , , ,1,3, 
2,1,65,8,2,6,11,6,1,2023,1, ,2500,1, , ,98,8.2, ,13.8, ,6,1, ,1
5,1,59,8,97,1,4,4,1,2013,1, ,1600, , , , , , , , , , , , 
1,2,24,8,2,4,7,3,1,2021,1, ,1000, ,5, ,98,8.3, ,10, ,6,5,4,1
98,1,70,1,2,7,4,98,1,2013,1, ,2200,1, , , , , , , , , , , 
98,1,50,14,1,1,3,3,1,2014,3, ,2000,2, , , , , , , , , , , 
2,1,51,8,2,6,10,7,1,2021,3, ,2200,1, ,16.9, ,14.5, ,25.4, ,7,3,5, 
2,1,39,15,2,5,5,5,1,2024,1, ,1000, ,5,12.7, ,10.7, ,14.3, ,7,1,3,1
2,1,48,5,2,5,3,3,1,2023,1, ,2000, , ,13.5, ,11.4, ,14.6, ,10,1,3,2
3,1,72,8, , , , ,1,2015,1, ,2000,1, , , , , , , , , , , 
5,1,62,6,2,7,4,3,1,2013,3, ,3000,1,7, , , , , , , , , , 
4,1,54,8,2,6,4,4,1,2014,3, ,2000,2,7, , , , , , , , , , 
2,1,66,15, , , , ,1,2013,1, ,1600, , , , , , , , , , , , 
5,1,51,4,2,5,8,7,1,2016,3, ,2000,1,5, , , , , , , , , , 
2,1,56,1,97,5,99,99,1,2019,3, ,3300,1,11, , , , , , , , , , 
98,1,62,15,2,7,5,5,1,2024,1, ,2500,1, ,11.7, ,17.6, ,17.6, ,10,1,4, 
98,1,62,1,2,6,5,4,1,2018,1, ,2000,1, , , , , , , , , , , 
98,1,47,4,2,5,6,3,1,2015,1, ,1500,1, , , , , , , , , , , 
5,1,53,1, , , , ,1,2023,1, ,1300,1, ,12.6, ,10.2, ,11.8, ,6,4,3, 
98,1,51,14,2,3,10,99,1,2020,1, ,3000,3, , , , , , , , , , , 
5,1,71,10, , , , ,1,2023,1, ,2500,3, ,10.8, ,9.8, ,14.2, ,7,4, , 
98,1,32,4,1,6,10,98,1,2020,3, ,2200,1,7, , , , , , , , , , 
5,1,57,8,2,6,6,6,1,2013,3, ,2000,1, , , , , , , , , , , 
3,1,52,4,2,5,3,3,1,2020,4,1,1600,1,5, , , , , , , , , , 
5,1,61,8,2,6,10,8,1,2013,1, ,3200,1, , , , , , , , , , , 
98,1,51,1,2,5,5,5,1,2020,1, ,1600,1, , , , , , , , , , , 
1,1,74,5,2,7,4,4,1,2019,2, ,2500,1, , , , , , , , , , , 
3,1,37,15,2,4,8,5,1,2021,4,1,1600,1,5,15.2, ,15.6, ,16.8, ,9,1,3,1
98,2,57,8,2,6,6,2,1,2023,4,1,1600,1, , ,98,15.4, ,15.8, ,9,1,2,1
5,2,64,6,2,7,6,2,1,2016,1, ,3000,1, , , , , , , , , , , 
4,1,42,8,2,5,11,6,1,2015,3, ,2200,1,7, , , , , , , , , , 
4,1,44,2,2,5,5,4,1,2017,1, ,1600, , , , , , , , , , , , 
3,1,54,6,2,6,6,3,1,2018,1, ,3000,1, , , , , , , , , , , 
5,2,70,5,97,1,4,4,1,2019,3, ,2000,1,5, , , , , , , , , , 
2,2,41,1,2,5,6,1,1,2017,2, ,2000,1,7, , , , , , , , , , 
5,2,49,8,2,6,8,3,1,2018,4,1,2400,1, , , , , , , , , , , 
