SQ03,SQ04,SQ0502,SQ06,DQ02,DQ04,DQ08,DQ0801,Q010101,Q01010201,Q0119,Q01190100,Q0117,Q0120,Q012001,Q03,Q0301,Q0302,Q030301,Q030302,Q0307,Q030801,MQ030902,Q030902
98,1,64,13,2,7,3,3,1,2023,1, ,3600,3, ,1,99,27,7,1,99,9,6000, 
98,1,50,11,2,5,3,3,1,2023,2, ,2000,1,5,1,7,22,11,1,4,5,3450, 
98,1,37,8,2,4,5,4,1,2022,3, ,2000,3, ,2,4,8,26,1,9,8,6000, 
98,1,36,1,2,4,10,5,1,2022,4,1,2500,1, ,2,6,21,24,1,99,5,6500, 
98,1,53,4,2,6,6,4,1,2024,1, ,1000, ,5,1,4,27,30,1,8,4,1920, 
98,1,58,6,2,6,8,4,1,2023,1, ,1300,1, ,2,12,8,17,1,8,7,2760, 
98,2,42,4,97,1,6,6,1,2024,1, ,2000,3, ,1,3,27,13,1,1,13,12610, 
5,1,42,8,1,1,5,5,1,2023,1, ,2000,1, ,1,3,18,2,1,99,13,5700, 
98,1,50,2,2,6,6,5,1,2024,1, ,1500,1, ,1,4,27,13,1,13,8,5000, 
98,1,48,1,2,5,3,2,1,2024,1, ,1300,1, ,2,1,8,17,1,99,99,2800, 
98,1,48,10,2,4,5,5,1,2023,1, ,2000,3, ,2,6,20,7,1,1,13,7348, 
2,1,54,14,2,6,6,4,1,2024,3, ,1600,1, ,1,3,18,20,1,1,12,3190, 
4,1,70,1,2,7,5,5,1,2024,1, ,1300,1, ,1,3,5,22,1,2,3,3000, 
5,1,61,1,2,6,6,4,1,2023,4,1,2500,3, ,2,8,19,20,1,2,11,6500, 
98,1,34,9,97,6,8,2,1,2023,3, ,2000,3, ,2,3,27,2,1,1,14,7000, 
1,1,53,8,2,6,5,4,1,2024,5, , , , ,1,3,7,1,2,1,5,5699, 
4,1,48,8,2,5,12,10,1,2023,5, , , , ,1,7,7,18,1,1,10,8260, 
5,1,48,5,2,5,10,5,1,2021,1, ,2000,3, ,2,2,3,7,1,13,7,12610, 
98,1,56,8, , , , ,1,2023,1, ,2000,1, ,2,3,28,4,1,1,4,7072, 
98,1,33,15,1,1,3,3,1,2023,1, ,1300,1, ,2,6,27,17,1,99,3,2800, 
98,2,52,8,1,1,2,2,1,2023,1, ,1500,1, ,1,6,1,2,1,4,2,4200, 
98,1,37,8,1,1,4,4,1,2023,1, ,2000,1, ,1,12,7,6,1,1,13,6630, 
98,1,58,1,2,6,3,2,1,2022,4,2,3000,3, ,2,12,10,25,1,97,99, ,99
98,2,30,1, , , , ,1,2022,5, , , , ,1,9,1,29,1,8,7,24000, 
1,2,56,13,2,6,4,3,1,2022,1, ,1300,1, ,3,12,22,30,1,8,2,3900, 
98,1,41,16,2,4,5,3,1,2024,5, , , , ,1,11,8,30,1,1,3,4793, 
1,2,34,6, , , , ,1,2023,1, ,1300,1, ,2,11,9,30,1,4,99,2740, 
98,1,30,4,2,4,3,3,1,2023,1, ,1300,1, ,2,2,3,16,1,8,5,2800, 
98,1,38,8,1,1,4,4,1,2024,5, , , , ,1,13,7,2,2, , ,5299, 
5,1,41,8,2,3,8,5,1,2022,5, , , , ,2,99,27,13,2,8,7,8260, 
98,1,51,1,2,6,99,99,1,2023,4,1,2500,1, ,2,7,7,20,1,9,7,6400, 
4,1,46,8, , , , ,1,2022,3, ,3000,3, ,2,7,8,2,1,1,14,12000, 
98,2,36,2,1,1,6,6,1,2024,5, , , , ,1,4,17,13,1,9,99, ,99
5,1,50,1,1,1,5,5,1,2023,1, ,2000,1, ,1,5,27,7,1,11,7,6500, 
98,1,47,4,2,5,5,5,1,2024,1, ,3000,3, ,1,4,8,10,1,1,14,8370, 
98,1,29,8,1,1,4,4,1,2022,1, ,2000,1, ,2,98,9,10,3,1,14,6630, 
98,1,40,8,2,4,5,3,1,2022,1, ,2000,3, ,2,11,7,7,1,8,8,6900, 
98,1,48,1,2,5,9,6,1,2022,5, , , , ,2,7,3,30,2,1,10,7200, 
5,1,34,8,1,7,10,4,1,2022,4,2,2000,1, ,1,12,21,21,1,1,13,7400, 
5,1,35,4,1,6,9,4,1,2023,5, , , , ,1,7,27,16,1,99,5,4793, 
98,1,36,8,1,1,4,4,1,2024,5, , , , ,2,12,3,17,1,1,14,5490, 
98,1,53,8,2,5,6,4,1,2024,5, , , , ,1,7,27,21,1,1,8,4793, 
98,1,58,15,2,6,11,6,1,2023,1, ,2500,3, ,1,8,27,22,1,8,6,6580, 
98,2,31,4,1,6,9,3,1,2022,1, ,1500,1, ,2,3,8,13,1,8,7,4050, 
98,1,65,8,2,6,7,6,1,2022,1, ,2000,1, ,1,6,9,17,1,1,7,7072, 
98,1,40,12,1,1,4,4,1,2022,1, ,2000,1, ,3,3,22,28,3,1,7,5000, 
1,1,52,8, , , , ,1,2023,1, ,3500,1,9,2,9,10,27,3,1,4,4100, 
98,1,33,1,2,4,7,4,1,2023,5, , , , ,2,7,22,29,1,1,13,8260, 
98,1,48,1,2,5,6,5,1,2023,1, ,2000,1, ,2,4,3,25,1,1,12,4650, 
4,1,45,12,2,5,3,3,1,2023,1, ,1300,1, ,2,10,9,17,1,2,5,2500, 
98,1,62,8, , , , ,1,2023,5, , , , ,2,7,22,22,1,1,11,7200, 
98,1,63,8,2,6,6,3,1,2024,4,1,1600,1, ,1,12,27,8,1,1,11,3200, 
98,1,34,3,1,6,12,10,1,2022,1, ,2000,1, ,1,3,8,25,1,1,13,5400, 
98,1,25,14,1,1,6,6,1,2023,1, ,2000,3, ,1,4,9,14,1,8,1,5990, 
5,1,45,1,1,1,5,5,1,2022,1, ,2000,1, ,1,4,7,10,1,1,11,6630, 
98,1,29,8,1,1,9,9,1,2024,2, ,2000,1,5,1,7,20,21,1,8,5,3908, 
98,1,49,10,2,5,8,7,1,2022,1, ,2000,1, ,2,5,8,22,1,13,99,6400, 
2,2,38,8, , , , ,1,2022,1, ,2500,1, ,1,12,20,7,1,4,14, ,99
98,1,50,4,1,1,8,8,1,2024,1, ,1500,1, ,1,7,13,7,1,97,99,3400, 
98,2,37,1,1,1,12,12,1,2022,5, , , , ,1,11,8,2,2, , ,6300, 
98,1,29,1,1,1,3,3,1,2024,1, ,1200,1, ,1,3,19,13,1,1,9,3100, 
98,2,58,6,2,6,99,11,1,2023,5, , , , ,1,7,18,17,1,1,9,7350, 
98,1,57,4,2,5,10,5,1,2023,1, ,1600,1, ,2,6,8,11,1,10,7,3000, 
98,1,48,1,2,3,4,4,1,2023,1, ,3600,2, ,1,4,7,11,1,99,4,4900, 
98,1,55,8,1,1,4,4,1,2024,1, ,2000,1, ,1,9,27,2,1,13,11, ,99
98,1,54,8,2,6,5,4,1,2022,3, ,2000,1, ,1,9,5,20,3,1,10,5217, 
98,1,64,11,2,7,12,10,1,2023,3, ,2200,2,5,1,13,22,97,2,1,13,4000, 
98,1,62,8, , , , ,1,2023,1, ,1300, , ,2,10,27,6,1,97,3,3100, 
4,1,31,8,1,1,9,9,1,2022,4,2,1800,1, ,1,7,1,23,1,1,5,6400, 
98,2,48,8,1,7,7,7,1,2023,1, ,2000,3, ,3,10,20,13,1,1,10,7200, 
98,1,38,2, , , , ,1,2022,1, ,2500,1, ,1,4,5,20,1,97,7,7000, 
98,1,33,5,1,1,3,3,1,2023,1, ,1300,1, ,1,11,8,13,1,8,6,2720, 
98,1,44,8,2,5,3,3,1,2024,1, ,3600,3, ,1,2,17,30,1,1,99,5260, 
98,1,51,1,97,5,4,4,1,2023,1, ,2000,1, ,4, , , , , , , , 
5,1,35,8,2,4,7,6,1,2023,1, ,2000,3, ,2,6,20,2,1,1,10,6900, 
98,1,44,1,2,5,7,5,1,2021,1, ,2000,3, ,2,9,27,2,1,8,99,7200, 
3,2,60,2,2,6,6,98,1,2023,3, ,1600,1, ,2,11,22,20,1,1,13,3200, 
5,1,54,8, , , , ,1,2022,1, ,2400,3, ,2,9,18,97,2,4,7,4200, 
3,1,60,5,2,7,5,5,1,2021,5, , , , ,1,12,27,18,2, , ,6000, 
98,1,59,4,97,1,8,8,1,2023,1, ,1500,3, ,1,99,19,13,1,2,1,3400, 
98,2,68,8,97,1,3,3,1,2023,5, , , , ,3,6,16,13,1, , ,5690, 
98,1,42,4,2,5,6,4,1,2024,5, , , , ,1,2,20,17,1,1,13,5990, 
98,2,47,8,2,7,3,3,1,2024,1, ,1500,1, ,1,9,21,27,1,9,2,3000, 
98,1,55,8,2,6,10,5,1,2023,1, ,2000,1, ,1,3,20,7,1, , ,6030, 
98,2,39,6,2,5,8,4,1,2023,1, ,1300,1, ,3,12,19,7,1,1,99, ,99
1,1,51,1,2,5,9,6,1,2022,1, ,2000,1, ,2,3,20,8,1,99,99,6900, 
1,1,35,12,2,3,7,3,1,2023,1, ,1800,1, ,1,8,9,2,3,1,12,4600, 
98,1,39,3,2,4,11,8,1,2024,1, ,4300,2, ,2,13,27,7,1,1,2,22360, 
98,1,40,8,1,1,2,2,1,2023,5, , , , ,1,7,27,29,1,99,7,4490, 
4,1,50,1,2,5,9,9,1,2023,5, , , , ,1,3,7,25,2,2,7,5699, 
5,2,56,14,2,7,7,98,1,2023,2, ,2000,1,5,1,7,19,28,1,1,2,3250, 
5,1,51,8,2,5,11,10,1,2022,5, , , , ,1,99,3,2,2, , ,6700, 
5,1,43,1,2,3,9,5,1,2021,1, ,2000,3, ,2,3,20,10,1,1,13,7072, 
98,1,68,17,2,6,12,12,1,2023,1, ,2000,1, ,2,99,16,25,1,8,8,7500, 
98,1,34,1,1,1,8,8,1,2023,5, , , , ,1,99,22,29,2, , ,5299, 
98,1,51,13,2,5,7,5,1,2022,4,1,2500,3, ,2,7,22,28,1,1,7,5000, 
98,2,51,6,97,6,3,3,1,2024,1, ,1600,1, ,2,6,21,17,1,12,99,2300, 
4,1,68,8,2,7,3,2,1,2023,1, ,1600,1, ,2,4,19,17,1,9,5,2200, 
3,1,37,1,2,5,10,10,1,2022,5, , , , ,1,11,7,29,2, , ,6500, 
98,1,49,8,2,5,6,4,1,2023,1, ,2300,3, ,2,4,8,7,1,13,12,5800, 
5,2,42,5, , , , ,1,2024,1, ,3200,3, ,3,3,21,26,1, , ,17000, 
4,1,41,8,2,4,6,6,1,2021,5, , , , ,2,6,5,18,1,1,14,9806, 
5,1,51,4,2,5,11,11,1,2024,4,1,2500,3, ,1,7,97,20,1,1,9,7230, 
98,1,52,17,2,5,3,3,1,2023,1, ,1300,1, ,1,10,8,22,1,99,7,2830, 
98,1,64,1,2,6,10,8,1,2022,4,1,2000,3, ,1,6,18,28,2,6,2,4800, 
5,1,53,11,2,3,6,3,1,2023,1, ,3600,3, ,2,3,8,30,1,1,7,5800, 
98,1,52,1,2,6,7,7,1,2022,3, ,2000,3, ,1,6,8,7,1,11,3,5000, 
98,1,48,8,1,1,7,7,1,2023,1, ,1500,1, ,1,6,15,30,1,9,6,2800, 
4,1,36,4,1,1,10,10,1,2023,5, , , , ,1,12,3,30,2, , ,6000, 
98,2,63,10,2,6,7,3,1,2024,1, ,1600,1, ,3,12,18,2,1,8,5,2600, 
4,1,48,8,2,5,13,12,1,2022,1, ,2000,3, ,2,12,18,7,1,1,14,7000, 
98,1,29,11,1,1,2,2,1,2023,1, ,1500,1, ,1,99,10,25,1,99,99,2950, 
3,1,46,14,1,1,2,2,1,2021,1, ,1400,1, ,1,6,18,13,1,1,2, ,99
5,1,25,1,1,6,5,3,1,2023,1, ,1600,1, ,2,6,22,17,1,99,5,2800, 
5,1,45,8,2,5,11,7,1,2022,4,1,2500,1, ,1,7,8,22,1,99,2,6400, 
98,1,64,15,2,6,11,11,1,2023,1, ,3000,3, ,1,9,1,9,1,8,5,8650, 
98,1,33,8,2,2,6,3,1,2023,3, ,2000,1, ,2,3,1,1,1,9,99, ,99
98,1,51,8,2,3,9,4,1,2023,1, ,2000,3, ,2,4,28,2,1,99,99,7100, 
98,1,41,15,2,4,11,11,1,2023,1, ,3600,3, ,1,6,19,1,1,1,13,5799, 
98,1,49,1,1,1,5,5,1,2024,1, ,1300,1, ,1,10,18,3,1,1,10,3400, 
98,1,40,14,2,4,6,4,1,2024,1, ,1300,1, ,2,6,2,13,1,9,8,2900, 
98,2,31,8,1,1,5,5,1,2022,1, ,2400,3, ,2,12,19,13,1,99,2,5425, 
98,2,45,1,2,4,13,11,1,2022,5, , , , ,3,4,21,8,1,8,3,6600, 
5,1,44,1,2,5,11,10,1,2023,1, ,2000,1, ,2,3,7,7,1,9,7, ,99
98,2,28,1, , , , ,1,2023,1, ,1500,1, ,1,4,9,7,1,99,4, ,99
5,1,42,1,1,1,7,7,1,2022,1, ,2000,1, ,1,3,18,17,1,1,14,7072, 
4,2,45,3,2,3,99,99,1,2022,3, ,2000,1, ,3,13,13,13,1,99,99, ,99
2,1,52,2,2,6,10,6,1,2023,3, ,2000,3, ,1,6,9,7,1,1,8,7072, 
98,1,38,4,2,4,9,9,1,2024,5, , , , ,1,3,3,17,2, , ,6129, 
5,1,46,8,2,5,10,5,1,2022,5, , , , ,2,10,3,28,2,99,99,8110, 
98,1,30,1,1,6,13,4,1,2024,5, , , , ,2,7,18,29,1,11,13,8260, 
98,2,22,8,1,1,4,4,1,2024,1, ,1300,1, ,2,1,27,13,1,99,1,2880, 
3,1,41,1,2,5,10,5,1,2022,4,2,2000,3, ,1,12,7,21,1,4,7,9500, 
98,1,50,8,2,5,11,11,1,2022,1, ,2000,1, ,1,6,5,6,1,1,13,6630, 
98,1,43,8,2,5,8,5,1,2021,1, ,2300,3, ,2,3,7,7,1,13,8,6200, 
1,1,49,1,2,5,11,8,1,2023,1, ,3000,3, ,2,4,8,13,1,1,12,8800, 
98,1,25,5,1,1,8,8,1,2023,1, ,2000,1, ,2,10,18,2,1,1,14,6880, 
2,2,27,8,1,6,9,4,1,2021,1, ,1400,1, ,1,5,22,20,1,8,99,3300, 
5,2,36,1,1,1,10,10,1,2023,1, ,1300,1, ,2,9,19,13,1,8,7,2836, 
5,2,53,8,2,6,13,13,1,2024,1, ,3000,3, ,1,6,5,2,2,1,13,11700, 
98,1,51,11,2,6,3,98,1,2024,2, ,2000, , ,1,13,18,22,1,9,2,3200, 
4,1,42,8,2,5,5,4,1,2023,1, ,2000,3, ,1,10,18,24,2,1,13,6200, 
5,1,66,8,2,7,11,7,1,2024,1, ,2000,3, ,3,5,20,2,1,8,6,11500, 
98,1,43,9,1,1,10,10,1,2021,1, ,2000,3, ,1,4,5,2,1,2,8,9000, 
98,1,42,13,2,5,7,5,1,2024,1, ,3600,3, ,1,4,3,7,1,9,7,6000, 
98,1,62,3,2,7,5,4,1,2023,2, ,2000,1,5,2,12,17,21,1,8,7,3300, 
98,2,30,1,1,6,7,3,1,2024,1, ,1300,1, ,1,1,8,17,1,8,99,2380, 
98,1,61,11,2,6,6,3,1,2023,1, ,1600,1, ,1,6,7,2,1,2,2,2410, 
1,2,64,1,2,7,7,5,1,2023,4,1,2500,3, ,2,2,9,24,1,2,6,6500, 
98,2,38,5,2,5,6,3,1,2024,1, ,1300,1, ,3,98,22,97,1,9,99, ,99
98,1,52,1,2,4,10,5,1,2022,1, ,2000,1, ,2,12,8,9,1,6,7,5000, 
98,1,40,1,2,5,10,10,1,2024,1, ,2000,1, ,2,10,8,6,1,1,13,4940, 
98,1,26,13,1,6,4,3,1,2023,5, , , , ,1,7,26,21,3,7,14,8110, 
98,1,41,1,2,4,6,6,1,2021,1, ,2000,3, ,2,4,8,28,1,13,8,6600, 
98,1,65,3,2,7,8,7,1,2024,5, , , , ,1,99,5,5,1, , ,10600, 
2,2,55,9,97,7,10,4,1,2023,1, ,2500,2, ,2,4,10,20,1,8,7,5000, 
4,1,53,8,2,6,7,3,1,2022,3, ,2000,1, ,1,6,20,20,1,8,6,3980, 
98,1,73,8,2,7,5,5,1,2023,1, ,1300,1, ,1,11,19,8,1,2,8,4600, 
98,1,42,8,2,2,3,3,1,2024,3, ,2000,1, ,1,13,27,20,1,1,10,3685, 
2,1,51,15,2,6,7,4,1,2022,4,2,2000,1, ,1,7,27,21,3,1,14,7300, 
3,2,47,1,97,6,8,99,1,2023,1, ,4500,3, ,2,8,21,2,1,1,14,11000, 
98,2,34,8,1,1,5,5,1,2023,1, ,2000,1, ,2,3,20,25,1,99,13,5300, 
5,2,36,8,1,1,5,5,1,2023,1, ,1300,1, ,1,6,21,13,1,1,13,3850, 
98,1,38,1,2,4,8,4,1,2023,5, , , , ,1,99,8,2,2, , ,5699, 
98,1,55,9,2,6,11,10,1,2023,1, ,2000,3, ,1,13,27,7,1,11,7,8300, 
98,1,35,1,2,2,7,4,1,2024,1, ,2000,3, ,3,11,5,25,1,13,9,7400, 
98,1,46,1,2,3,11,11,1,2022,1, ,2000,3, ,2,13,22,7,1,99,7, , 
98,1,46,7,2,2,8,8,1,2024,1, ,3600,2, ,2,4,25,11,1,9,99,4900, 
5,1,56,8, , , , ,1,2021,1, ,2000,1, ,2,3,22,7,1,9,7,6700, 
98,1,56,1,2,6,11,10,1,2024,5, , , , ,1,99,8,8,2,99,9,5990, 
98,1,42,1,2,4,11,6,1,2021,1, ,2000,1, ,1,4,3,2,1,99,11,7200, 
2,1,38,8,2,4,11,4,1,2022,5, , , , ,2,6,6,2,2,9,2,5490, 
98,1,41,1,2,4,7,7,1,2023,3, ,3000,3, ,2,6,26,30,3,1,1,10800, 
2,1,58,7,1,6,12,11,1,2023,1, ,3000,3, ,1,3,27,25,1, , ,12110, 
98,2,35,8,97,4,5,5,1,2023,1, ,1300,1, ,1,4,9,22,1,2,8,3200, 
4,1,53,8,2,6,10,10,1,2023,3, ,2000,3, ,1,4,9,20,1,1,14, ,99
98,1,56,14,2,6,12,6,1,2023,1, ,2000,1, ,1,6,27,2,1,8,6,6420, 
98,2,45,11,2,5,6,2,1,2024,1, ,1300,1, ,2,12,8,13,1,9,2,2896, 
98,1,71,1,2,7,11,11,1,2024,1, ,3000,3, ,1,12,27,8,1,1,99,12300, 
98,1,47,4,2,4,6,6,1,2022,3, ,2200,3, ,1,99,7,25,1,1,14,8700, 
98,1,44,8,2,4,99,99,1,2023,5, , , , ,1,99,3,17,2,99,6,5828, 
98,1,44,8,2,5,10,10,1,2021,4,1,3500,3, ,2,3,16,22,1,1,7,8700, 
98,1,30,1,1,1,6,6,1,2023,4,1,2500,1, ,1,4,22,2,1,99,7,7000, 
98,1,63,1,2,7,11,5,1,2024,1, ,1300,1, ,1,7,13,1,1,8,3,2500, 
5,1,56,14,2,6,13,6,1,2023,1, ,2500,1, ,3,7,5,13,1,8,7,8000, 
5,1,51,2,2,5,10,7,1,2022,4,1,2500,1, ,2,11,3,20,1,1,9,4800, 
98,1,54,8,2,6,10,4,1,2023,1, ,1600,1, ,1,5,20,20,1,8,2,2900, 
98,2,37,1,2,4,9,3,1,2022,5, , , , ,3,11,5,2,3,99,99, ,99
5,1,54,1,2,6,10,9,1,2022,3, ,2000,1, ,1,1,26,13,1,1,6,7072, 
98,1,40,8,2,2,7,5,1,2023,5, , , , ,1,13,7,8,2, , ,7000, 
2,1,43,8,2,5,5,5,1,2024,2, ,2000,1,5,1,6,17,10,1,1,9,3000, 
98,1,42,13,2,5,5,5,1,2022,1, ,2700,2, ,2,99,8,26,1, , ,8160, 
3,1,57,8, , , , ,1,2024,1, ,1300,1, ,1,9,27,13,1,9,3,2900, 
98,2,37,4,2,4,13,10,1,2023,5, , , , ,3,13,18,20,2, , ,5699, 
1,1,42,12,2,5,99,99,1,2022,1, ,3000,3, ,1,7,97,23,1,8,8,10600, 
98,1,54,8,2,6,12,11,1,2021,1, ,2000,1, ,2,4,27,17,1,8,7,6630, 
98,1,53,13, , , , ,1,2023,4,1,1600,1, ,1,10,27,20,1,9,4,4100, 
98,1,43,1,2,2,7,6,1,2023,1, ,2000,1, ,2,2,27,6,1,1,14,8500, 
5,1,41,1,2,4,7,5,1,2023,1, ,2700,3, ,1,4,27,23,1,2,7,7450, 
4,1,48,4,1,6,8,4,1,2022,3, ,2200,3, ,1,3,8,10,1,13,6,10200, 
98,2,44,1,2,4,5,2,1,2023,4,2,3000,3, ,3,6,7,21,1,8,7,18990, 
98,2,42,1,2,5,11,5,1,2022,1, ,2000,3, ,2,6,3,17,1,1,13,7072, 
98,1,63,1,2,7,10,8,1,2023,1, ,2000,1, ,1,9,19,26,1,99,8,7000, 
98,1,40,1, , , , ,1,2024,5, , , , ,2,13,20,8,2, , ,6482, 
98,2,32,8,1,6,12,4,1,2023,1, ,1500,1, ,1,1,27,13,1,99,99,3800, 
4,1,56,1,2,6,12,11,1,2023,1, ,2000,3, ,2,4,22,7,1,99,5,8100, 
98,1,42,6,2,4,13,11,1,2023,1, ,2000,3, ,2,3,3,17,1,1,13, ,99
98,2,54,2,2,6,4,3,1,2023,1, ,1300,1, ,2,6,27,17,1,9,99,2800, 
98,1,48,2,2,5,6,3,1,2021,1, ,1400,1, ,2,6,19,17,1,1,11,3100, 
98,1,65,8,2,7,4,4,1,2023,1, ,2000,3, ,1,3,5,25,1,11,6,7350, 
98,1,44,8,2,5,11,8,1,2024,5, , , , ,2,99,3,25,2, , ,5299, 
2,2,32,14,2,4,99,99,1,2022,5, , , , ,2,3,27,2,2, , ,7000, 
4,1,55,9, , , , ,1,2022,1, ,2800,2, ,1,9,6,24,1, , ,7050, 
5,2,56,8,97,7,8,6,1,2022,5, , , , ,1,7,21,2,1, , , ,99
98,1,66,8,2,7,5,5,1,2024,1, ,2000,1, ,2,5,21,13,1,13,3,4800, 
98,2,27,8,1,1,4,4,1,2022,5, , , , ,1,10,3,17,2, , ,5470, 
98,1,48,8,1,1,5,5,1,2023,4,1,2500,1, ,1,3,27,20,1,8,8,7000, 
98,2,44,4,2,4,11,6,1,2023,1, ,2000,1, ,2,3,19,16,1,8,7,4300, 
1,2,64,8,2,6,10,98,1,2024,5, , , , ,3,12,5,8,2, , ,6000, 
2,2,47,8,2,5,11,10,1,2022,1, ,3000,3, ,3,4,27,16,3,99,5,10000, 
5,1,26,13,1,1,3,3,1,2022,5, , , , ,1,8,1,9,2, , ,8260, 
5,2,45,1,1,1,3,3,1,2021,1, ,2200,2, ,2,3,16,7,1,99,5,4300, 
5,2,57,2,2,6,11,4,1,2022,1, ,2000,3, ,3,7,22,12,1,1,8,6640, 
5,1,35,1,2,4,11,4,1,2023,1, ,3300,1, ,1,8,21,1,1,13,7,8500, 
4,1,49,1,2,6,7,5,1,2023,5, , , , ,1,7,7,20,1,99,10,5990, 
98,1,32,8,1,1,4,4,1,2022,1, ,2000,1, ,1,13,10,25,1,8,8,4800, 
98,1,43,2,2,4,5,5,1,2023,4,1,2500,3, ,1,7,22,20,1,8,99,4800, 
98,1,34,1,1,1,4,4,1,2022,5, , , , ,3,6,22,8,2, , ,5199, 
98,1,66,13,2,7,4,4,1,2022,1, ,2000,3, ,2,8,22,13,1,8,2,6920, 
98,2,53,13,1,1,8,8,1,2023,5, , , , ,1,9,8,20,3,1,11,4590, 
5,1,39,8,2,4,6,5,1,2023,5, , , , ,3,8,7,29,1,1,13,7900, 
98,1,30,4,2,4,4,3,1,2023,3, ,2000,1, ,1,6,27,17,1,1,99,4100, 
98,1,61,1,2,6,8,5,1,2023,1, ,2000,1, ,1,6,5,7,1,10,6, ,99
1,1,38,8,2,4,7,7,1,2023,5, , , ,7,2,6,1,29,1,8,4,7500, 
98,2,48,1,1,1,7,7,1,2021,1, ,2000,3, ,1,3,7,2,1,99,99,6420, 
98,1,48,11,2,5,10,10,1,2024,5, , , ,6,2,4,13,30,1,1,9,8000, 
3,1,44,8,2,5,6,5,1,2023,5, , , , ,1,7,8,9,1, , ,6200, 
1,1,45,8,2,5,3,3,1,2024,5, , , ,5,2,13,8,21,1, , ,2735, 
98,1,34,1,2,4,8,5,1,2023,5, , , ,6,2,99,8,16,1,1,9, ,99
98,1,67,1,97,1,13,13,1,2023,5, , , , ,1,12,1,29,1,1,7, ,99
1,1,65,8,2,7,8,5,1,2022,1, ,3300,1, ,1,8,1,7,1,1,14,16614, 
3,1,44,11, , , , ,1,2023,5, , , , ,2,4,8,16,1,99,3,6400, 
98,1,61,8,2,6,99,99,1,2023,1, ,2000,1, ,1,9,7,25,1, , ,4800, 
4,1,39,15,2,5,10,5,1,2022,5, , , , ,1,3,3,25,1,8,7,8260, 
5,1,51,4,2,5,11,10,1,2023,4,1,1600,3, ,2,11,21,27,1, , ,4500, 
98,1,47,1,2,5,13,13,1,2024,1, ,2500,3,7,2,8,22,8,1,2,8,9800, 
4,1,42,4,2,4,5,5,1,2023,5, , , , ,2,10,8,20,1,9,7,4980, 
5,1,49,8,2,5,11,8,1,2021,1, ,2000,1, ,1,3,22,7,1,1,13, ,99
2,1,47,8, , , , ,1,2023,5, , , ,7,3,6,27,17,1,1,7,7337, 
98,1,50,8,2,5,7,4,1,2024,5, , , ,7,1,6,21,17,1,1,14,7500, 
2,1,43,8,2,5,10,5,1,2024,5, , , , ,1,11,7,13,1,9,14,5200, 
98,2,51,15,97,5,5,4,1,2024,5, , , , ,1,12,20,29,1,1,7,5260, 
98,1,39,7,1,1,8,8,1,2024,5, , , , ,3,7,8,20,1,2,5,5299, 
2,1,46,3,2,5,13,13,1,2021,1, ,2000,3, ,1,10,18,7,2, , , ,99
5,1,40,12,2,4,3,3,1,2023,5, , , , ,2,9,3,30,3,8,99,5500, 
5,1,51,10,2,5,8,4,1,2023,1, ,3000,3, ,2,9,27,9,1,2,11,16000, 
2,1,38,3,1,1,10,10,1,2022,1, ,2000,1, ,1,7,4,25,1,1,13,6700, 
5,1,41,16,2,5,8,5,1,2024,5, , , , ,2,12,17,29,1,1,11,5800, 
1,1,45,1,1,7,10,7,1,2021,5, , , , ,1,3,20,13,1,1,14,9806, 
1,1,46,14, , , , ,1,2022,1, ,2000,3, ,2,4,21,25,1,1,7,7900, 
98,1,53,8, , , , ,1,2023,5, , , , ,1,12,1,29,1,8,5,5260, 
98,1,62,1,2,7,5,5,1,2024,1, ,2000,1, ,2,7,20,7,1,8,5,5650, 
2,1,47,8, , , , ,1,2024,3, ,3000,3, ,1,4,8,8,3,1,14, ,99
3,1,53,8,2,6,7,5,1,2023,1, ,1000, ,2,1,3,3,9,1,9,3,2015, 
5,1,52,1,2,6,11,5,1,2022,1, ,2000,1, ,1,13,20,2,1,99,99, , 
98,1,43,8,2,4,6,5,1,2023,5, , , , ,1,2,3,18,1,8,6, ,99
4,1,47,10,2,5,9,4,1,2024,1, ,1300,1, ,1,99,8,13,1,8,7,2800, 
3,1,61,1, , , , ,1,2023,1, ,2200,1, ,1,7,6,1,1,99,2, ,99
98,1,59,13,2,6,6,4,1,2023,1, ,1600,1, ,2,6,4,19,3,8,99, ,99
98,2,36,8,2,3,5,3,1,2023,5, , , , ,3,10,27,17,1,99,2,5260, 
5,1,43,9,2,5,7,4,1,2022,3, ,2000,3, ,3,13,97,25,1,99,7,5530, 
98,1,49,4,2,5,9,9,1,2022,1, ,3600,3, ,1,9,27,13,1,1,13,7500, 
1,1,42,15,2,4,8,5,1,2023,5, , , , ,1,7,21,21,1,8,99,4980, 
98,2,62,8,2,7,5,4,1,2023,2, ,1500,3, ,2,4,9,30,1,2,7,3800, 
3,1,35,8,2,4,6,4,1,2024,5, , , ,6,1,4,97,16,1,8,7,8400, 
5,1,59,8,2,6,10,5,1,2022,4,2,2500,3, ,3,9,17,2,1,99,8, ,99
4,1,44,4,2,4,11,7,1,2024,1, ,2000,3, ,1,12,9,28,1,8,1,8000, 
98,1,46,7,2,5,9,8,1,2023,1, ,1200,1, ,2,3,8,13,1,1,8, , 
98,2,74,8,2,7,11,98,1,2022,4,1,2500,1, ,3,7,22,20,1,1,9,3540, 
4,1,50,8,97,6,5,5,1,2024,5, , , , ,2,7,8,29,1,4,5,5600, 
